antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,certainty_factor,item_set
"Logitech MX Ergo Wireless Trackball Mouse Adjustable Ergonomic Design, Control and Move Text/Images/Files Between 2 Windows and Apple Mac Computers (Bluetooth or USB), Rechargeable, Graphite - Black","Logitech M570 Wireless Trackball Mouse – Ergonomic Design with Sculpted Right-Hand Shape, Compatible with Apple Mac / Microsoft, USB Unifying Receiver, Dark Gray (Discontinued by Manufacturer)",0.0016857720836142953,0.0064059339177343225,0.0010114632501685772,0.6000000000000001,93.66315789473686,1.0,0.0010006643056005827,2.483985165205665,0.9909940335472248,0.14285714285714285,0.5974211062097049,0.3789473684210527,0.5974211062097049,"frozenset({'Logitech MX Ergo Wireless Trackball Mouse Adjustable Ergonomic Design, Control and Move Text/Images/Files Between 2 Windows and Apple Mac Computers (Bluetooth or USB), Rechargeable, Graphite - Black', 'Logitech M570 Wireless Trackball Mouse – Ergonomic Design with Sculpted Right-Hand Shape, Compatible with Apple Mac / Microsoft, USB Unifying Receiver, Dark Gray (Discontinued by Manufacturer)'})"
"ACDelco 2-Hour Fast Battery Charger Includes AA Rechargeable Batteries and Car Adapter, 4 Count","Cable Zip Ties 4 Inch, 1000Pcs Industrial Nylon Zip Ties | Durable Self Locking Wire Tie Wraps with 20 lbs Tensile Strength, Heat Resistant for Home Office Garage Multiple Use - White",0.0020229265003371545,0.0013486176668914363,0.0010114632501685772,0.5,370.75,1.0,0.0010087350957513996,1.9973027646662171,0.9993243243243244,0.4285714285714286,0.49932478055367996,0.625,0.49932478055367996,"frozenset({'Cable Zip Ties 4 Inch, 1000Pcs Industrial Nylon Zip Ties | Durable Self Locking Wire Tie Wraps with 20 lbs Tensile Strength, Heat Resistant for Home Office Garage Multiple Use - White', 'ACDelco 2-Hour Fast Battery Charger Includes AA Rechargeable Batteries and Car Adapter, 4 Count'})"
Fujifilm Instax Mini 26 + Rainbow Film Bundle - Black,Fujifilm Instax Mini Variety Film Value Pack 60 Count,0.0020229265003371545,0.0016857720836142953,0.0010114632501685772,0.5,296.6,1.0,0.0010080530571471053,1.9966284558327714,0.9986486486486487,0.37500000000000006,0.49915569064505233,0.55,0.49915569064505233,"frozenset({'Fujifilm Instax Mini Variety Film Value Pack 60 Count', 'Fujifilm Instax Mini 26 + Rainbow Film Bundle - Black'})"
Echo Flex - Plug-in mini smart speaker with Alexa,"Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device",0.0037086985839514496,0.012137559002022926,0.0016857720836142953,0.45454545454545453,37.44949494949495,1.0,0.0016407575357308658,1.8110811418296247,0.9769204737732656,0.11904761904761904,0.447843623952839,0.2967171717171717,0.447843623952839,"frozenset({'Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device', 'Echo Flex - Plug-in mini smart speaker with Alexa'})"
"Lexar E-Series 128GB Micro SD Card 2 Pack, microSDXC UHS-I Flash Memory Card with Adapter, 100MB/s, C10, U3, A1, V30, Full HD, 4K UHD, High Speed TF Card","SABRENT Rocket 32GB DDR4 SO-DIMM 3200MHz Memory Kit (2x16GB) for Laptop, Ultrabook, and Mini-PC (SB-DDR16X2), NETGEAR Orbi Pro WiFi 6 Tri-Band Mesh System (SXK50), Router with 1 Satellite Extender for Business or Home, VLAN, QoS, Coverage up to 5,000 sq. ft, 75 Devices, AX5400 802.11 AX (up to 5.4Gbps)",0.0023600809170600135,0.0010114632501685772,0.0010114632501685772,0.4285714285714286,423.7142857142857,1.0,0.0010090761150535468,1.7482299393122052,0.9999999999999998,0.4285714285714286,0.4279928643749096,0.7142857142857143,0.4279928643749096,"frozenset({'SABRENT Rocket 32GB DDR4 SO-DIMM 3200MHz Memory Kit (2x16GB) for Laptop, Ultrabook, and Mini-PC (SB-DDR16X2)', 'Lexar E-Series 128GB Micro SD Card 2 Pack, microSDXC UHS-I Flash Memory Card with Adapter, 100MB/s, C10, U3, A1, V30, Full HD, 4K UHD, High Speed TF Card', 'NETGEAR Orbi Pro WiFi 6 Tri-Band Mesh System (SXK50), Router with 1 Satellite Extender for Business or Home, VLAN, QoS, Coverage up to 5,000 sq. ft, 75 Devices, AX5400 802.11 AX (up to 5.4Gbps)'})"
"Lexar E-Series 128GB Micro SD Card 2 Pack, microSDXC UHS-I Flash Memory Card with Adapter, 100MB/s, C10, U3, A1, V30, Full HD, 4K UHD, High Speed TF Card","SABRENT Rocket 32GB DDR4 SO-DIMM 3200MHz Memory Kit (2x16GB) for Laptop, Ultrabook, and Mini-PC (SB-DDR16X2)",0.0023600809170600135,0.0010114632501685772,0.0010114632501685772,0.4285714285714286,423.7142857142857,1.0,0.0010090761150535468,1.7482299393122052,0.9999999999999998,0.4285714285714286,0.4279928643749096,0.7142857142857143,0.4279928643749096,"frozenset({'SABRENT Rocket 32GB DDR4 SO-DIMM 3200MHz Memory Kit (2x16GB) for Laptop, Ultrabook, and Mini-PC (SB-DDR16X2)', 'Lexar E-Series 128GB Micro SD Card 2 Pack, microSDXC UHS-I Flash Memory Card with Adapter, 100MB/s, C10, U3, A1, V30, Full HD, 4K UHD, High Speed TF Card'})"
"Lexar E-Series 128GB Micro SD Card 2 Pack, microSDXC UHS-I Flash Memory Card with Adapter, 100MB/s, C10, U3, A1, V30, Full HD, 4K UHD, High Speed TF Card","NETGEAR Orbi Pro WiFi 6 Tri-Band Mesh System (SXK50), Router with 1 Satellite Extender for Business or Home, VLAN, QoS, Coverage up to 5,000 sq. ft, 75 Devices, AX5400 802.11 AX (up to 5.4Gbps)",0.0023600809170600135,0.0016857720836142953,0.0010114632501685772,0.4285714285714286,254.22857142857146,1.0,0.0010074846916435266,1.7470498988536751,0.998422890616199,0.33333333333333337,0.42760650359434554,0.5142857142857143,0.42760650359434554,"frozenset({'NETGEAR Orbi Pro WiFi 6 Tri-Band Mesh System (SXK50), Router with 1 Satellite Extender for Business or Home, VLAN, QoS, Coverage up to 5,000 sq. ft, 75 Devices, AX5400 802.11 AX (up to 5.4Gbps)', 'Lexar E-Series 128GB Micro SD Card 2 Pack, microSDXC UHS-I Flash Memory Card with Adapter, 100MB/s, C10, U3, A1, V30, Full HD, 4K UHD, High Speed TF Card'})"
"Blink XT2 Outdoor/Indoor Smart Security Camera with cloud storage included, 2-way audio, 2-year battery life – 1 camera kit","Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device",0.0023600809170600135,0.012137559002022926,0.0010114632501685772,0.4285714285714286,35.30952380952381,1.0,0.0009828176287882129,1.72875927174646,0.973977695167286,0.07500000000000001,0.4215504631886885,0.255952380952381,0.4215504631886885,"frozenset({'Blink XT2 Outdoor/Indoor Smart Security Camera with cloud storage included, 2-way audio, 2-year battery life – 1 camera kit', 'Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device'})"
"Seagate Backup Plus Portable 5TB External Hard Drive HDD – Red USB 3.0 for PC Laptop and Mac, 2 Months Adobe CC Photography (STDR5000103)","Fire TV Stick with Alexa Voice Remote, streaming media player - Previous Generation",0.0023600809170600135,0.024612272420768713,0.0010114632501685772,0.4285714285714286,17.412915851272018,1.0,0.0009533762957028385,1.7069285232636549,0.9448011715669707,0.03896103896103896,0.414152387536418,0.23483365949119375,0.414152387536418,"frozenset({'Seagate Backup Plus Portable 5TB External Hard Drive HDD – Red USB 3.0 for PC Laptop and Mac, 2 Months Adobe CC Photography (STDR5000103)', 'Fire TV Stick with Alexa Voice Remote, streaming media player - Previous Generation'})"
"Amazon Kindle Paperwhite Leather Case, Onyx Black - fits all Paperwhite generations prior to 2018 (Will not fit All-new Paperwhite 10th generation)","Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",0.0033715441672285905,0.007417397167902899,0.0013486176668914363,0.4,53.92727272727274,1.0,0.0013236095847339753,1.6543043380534952,0.9847767253044655,0.14285714285714285,0.3955163043478261,0.2909090909090909,0.3955163043478261,"frozenset({'Amazon Kindle Paperwhite Leather Case, Onyx Black - fits all Paperwhite generations prior to 2018 (Will not fit All-new Paperwhite 10th generation)', 'Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported'})"
"JSAUX Micro USB Cable Android Charger, (2-Pack 6.6FT) Micro USB Android Charger Cable Nylon Braided Cord Compatible with Galaxy S7 S6 J7 Edge Note 5, Kindle. MP3 and More-Purple","JSAUX USB-C to USB A Cable 3.1A Fast Charging [2-Pack 6.6ft], USB Type C Charger Cord Compatible with Samsung Galaxy S10 S9 S8 S20 Plus A51 A12 A11, Note 10 9 8, PS5 Controller USB C Charger-Green",0.0026972353337828725,0.0064059339177343225,0.0010114632501685772,0.375,58.53947368421053,1.0,0.000994184938859786,1.589750505731625,0.9855758395312149,0.125,0.37097047845266373,0.26644736842105265,0.37097047845266373,"frozenset({'JSAUX Micro USB Cable Android Charger, (2-Pack 6.6FT) Micro USB Android Charger Cable Nylon Braided Cord Compatible with Galaxy S7 S6 J7 Edge Note 5, Kindle. MP3 and More-Purple', 'JSAUX USB-C to USB A Cable 3.1A Fast Charging [2-Pack 6.6ft], USB Type C Charger Cord Compatible with Samsung Galaxy S10 S9 S8 S20 Plus A51 A12 A11, Note 10 9 8, PS5 Controller USB C Charger-Green'})"
"Amazon Basics Lightweight On-Ear Wired Headphones, Black",Echo Dot (2nd Generation) - Smart speaker with Alexa - White,0.0026972353337828725,0.022252191503708697,0.0010114632501685772,0.375,16.852272727272727,1.0,0.0009514438529906711,1.564396493594066,0.9432048681541583,0.04225352112676057,0.3607758620689655,0.21022727272727273,0.3607758620689655,"frozenset({'Echo Dot (2nd Generation) - Smart speaker with Alexa - White', 'Amazon Basics Lightweight On-Ear Wired Headphones, Black'})"
"SanDisk 32GB Class 4 SDHC Memory Card, Frustration-Free Packaging- SDSDB-032G-AFFP (Label May Change)","Amazon Basics Toslink Digital Optical Audio Cable, Multi-Channel, for Audio System, Sound Bar, Home Theatre, Gold-Plated Connectors, 9.8 Foot, Black",0.0030343897505057315,0.0030343897505057315,0.0010114632501685772,0.33333333333333337,109.85185185185186,1.0,0.001002255729010603,1.4954484153742416,0.9939127494081841,0.20000000000000004,0.33130424980272805,0.33333333333333337,0.33130424980272805,"frozenset({'SanDisk 32GB Class 4 SDHC Memory Card, Frustration-Free Packaging- SDSDB-032G-AFFP (Label May Change)', 'Amazon Basics Toslink Digital Optical Audio Cable, Multi-Channel, for Audio System, Sound Bar, Home Theatre, Gold-Plated Connectors, 9.8 Foot, Black'})"
"Amazon Basics Toslink Digital Optical Audio Cable, Multi-Channel, for Audio System, Sound Bar, Home Theatre, Gold-Plated Connectors, 9.8 Foot, Black","SanDisk 32GB Class 4 SDHC Memory Card, Frustration-Free Packaging- SDSDB-032G-AFFP (Label May Change)",0.0030343897505057315,0.0030343897505057315,0.0010114632501685772,0.33333333333333337,109.85185185185186,1.0,0.001002255729010603,1.4954484153742416,0.9939127494081841,0.20000000000000004,0.33130424980272805,0.33333333333333337,0.33130424980272805,"frozenset({'SanDisk 32GB Class 4 SDHC Memory Card, Frustration-Free Packaging- SDSDB-032G-AFFP (Label May Change)', 'Amazon Basics Toslink Digital Optical Audio Cable, Multi-Channel, for Audio System, Sound Bar, Home Theatre, Gold-Plated Connectors, 9.8 Foot, Black'})"
Samsung SSD 860 EVO 4TB 2.5 Inch SATA III Internal SSD (MZ-76E4T0B/AM),"Corsair RMX Series (2018), RM550x, 550 Watt, 80+ Gold Certified, Fully Modular Power Supply",0.0033715441672285905,0.0010114632501685772,0.0010114632501685772,0.30000000000000004,296.6,1.0,0.0010080530571471053,1.427126481071188,1.0,0.30000000000000004,0.2992912588592643,0.65,0.2992912588592643,"frozenset({'Samsung SSD 860 EVO 4TB 2.5 Inch SATA III Internal SSD (MZ-76E4T0B/AM)', 'Corsair RMX Series (2018), RM550x, 550 Watt, 80+ Gold Certified, Fully Modular Power Supply'})"
Echo (3rd Gen)- Smart speaker with Alexa- Charcoal,Echo Auto (1st gen) - Hands-free Alexa in your car with your phone,0.0033715441672285905,0.004045853000674309,0.0010114632501685772,0.30000000000000004,74.15,1.0,0.0009978224780826895,1.4227916385704653,0.9898511502029771,0.15789473684210528,0.2971563981042655,0.275,0.2971563981042655,"frozenset({'Echo Auto (1st gen) - Hands-free Alexa in your car with your phone', 'Echo (3rd Gen)- Smart speaker with Alexa- Charcoal'})"
"Echo Show 8 (1st Gen, 2019 release) -- HD smart display with Alexa – stay connected with video calling - Sandstone",Echo Auto (1st gen) - Hands-free Alexa in your car with your phone,0.0033715441672285905,0.004045853000674309,0.0010114632501685772,0.30000000000000004,74.15,1.0,0.0009978224780826895,1.4227916385704653,0.9898511502029771,0.15789473684210528,0.2971563981042655,0.275,0.2971563981042655,"frozenset({'Echo Auto (1st gen) - Hands-free Alexa in your car with your phone', 'Echo Show 8 (1st Gen, 2019 release) -- HD smart display with Alexa – stay connected with video calling - Sandstone'})"
"Echo Show 8 (1st Gen, 2019 release) -- HD smart display with Alexa – stay connected with video calling - Sandstone","Amazon Fire HD 8 tablet, 8"" HD display, 64 GB, (2020 release), designed for portable entertainment, Black",0.0033715441672285905,0.0050573162508428865,0.0010114632501685772,0.30000000000000004,59.32000000000001,1.0,0.0009944122850612175,1.4213466910702244,0.986468200270636,0.13636363636363638,0.2964418841070824,0.25,0.2964418841070824,"frozenset({'Amazon Fire HD 8 tablet, 8"" HD display, 64 GB, (2020 release), designed for portable entertainment, Black', 'Echo Show 8 (1st Gen, 2019 release) -- HD smart display with Alexa – stay connected with video calling - Sandstone'})"
"Echo Show 5 (2nd Gen, 2021 release) | Smart display with Alexa and 2 MP camera | Charcoal","Amazon Fire HD 8 tablet, 8"" HD display, 64 GB, (2020 release), designed for portable entertainment, Black",0.0033715441672285905,0.0050573162508428865,0.0010114632501685772,0.30000000000000004,59.32000000000001,1.0,0.0009944122850612175,1.4213466910702244,0.986468200270636,0.13636363636363638,0.2964418841070824,0.25,0.2964418841070824,"frozenset({'Amazon Fire HD 8 tablet, 8"" HD display, 64 GB, (2020 release), designed for portable entertainment, Black', 'Echo Show 5 (2nd Gen, 2021 release) | Smart display with Alexa and 2 MP camera | Charcoal'})"
"Echo Show 8 (1st Gen, 2019 release) -- HD smart display with Alexa – stay connected with video calling - Sandstone","Fire HD 10 Tablet with Alexa Hands-Free, 10.1"" 1080p Full HD Display, 32 GB, Marine Blue (Previous Generation - 7th)",0.0033715441672285905,0.008091706001348618,0.0010114632501685772,0.30000000000000004,37.075,1.0,0.0009841817059968018,1.4170118485695022,0.9763193504736131,0.0967741935483871,0.2942895989123046,0.21250000000000002,0.2942895989123046,"frozenset({'Fire HD 10 Tablet with Alexa Hands-Free, 10.1"" 1080p Full HD Display, 32 GB, Marine Blue (Previous Generation - 7th)', 'Echo Show 8 (1st Gen, 2019 release) -- HD smart display with Alexa – stay connected with video calling - Sandstone'})"
"Echo Show 8 (1st Gen, 2019 release) -- HD smart display with Alexa – stay connected with video calling - Sandstone","Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device",0.0033715441672285905,0.012137559002022926,0.0010114632501685772,0.30000000000000004,24.716666666666672,1.0,0.000970540933910914,1.4112320585685387,0.962787550744249,0.06976744186046512,0.29139931740614344,0.1916666666666667,0.29139931740614344,"frozenset({'Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device', 'Echo Show 8 (1st Gen, 2019 release) -- HD smart display with Alexa – stay connected with video calling - Sandstone'})"
Echo (3rd Gen)- Smart speaker with Alexa- Charcoal,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",0.0033715441672285905,0.016183412002697236,0.0010114632501685772,0.30000000000000004,18.5375,1.0,0.0009569001618250263,1.4054522685675754,0.949255751014885,0.05454545454545455,0.28848526387936946,0.18125000000000002,0.28848526387936946,"frozenset({'Echo (3rd Gen)- Smart speaker with Alexa- Charcoal', 'Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal'})"
"GOgroove FlexSMART X2 Mini Bluetooth FM Transmitter Radio Adapter Car Kit, USB Charging, Hands Free Calling, Music Controls, AUX Input – Compatible with MP3 Players, iPhone, Samsung, and More Devices",Echo Dot (2nd Generation) - Smart speaker with Alexa - White,0.0033715441672285905,0.022252191503708697,0.0010114632501685772,0.30000000000000004,13.481818181818184,1.0,0.0009364390036961946,1.3967825835661305,0.928958051420839,0.04109589041095891,0.2840689655172414,0.17272727272727276,0.2840689655172414,"frozenset({'GOgroove FlexSMART X2 Mini Bluetooth FM Transmitter Radio Adapter Car Kit, USB Charging, Hands Free Calling, Music Controls, AUX Input – Compatible with MP3 Players, iPhone, Samsung, and More Devices', 'Echo Dot (2nd Generation) - Smart speaker with Alexa - White'})"
Echo Dot (3rd Gen) - Smart speaker with Alexa - Sandstone,"Echo Show 5 (1st Gen, 2019 release) -- Smart display with Alexa – stay connected with video calling - Charcoal",0.0037086985839514496,0.0064059339177343225,0.0010114632501685772,0.27272727272727276,42.57416267942584,1.0,0.0009877055721189893,1.3661918408631153,0.9801466441060349,0.11111111111111113,0.26803837492673604,0.215311004784689,0.26803837492673604,"frozenset({'Echo Dot (3rd Gen) - Smart speaker with Alexa - Sandstone', 'Echo Show 5 (1st Gen, 2019 release) -- Smart display with Alexa – stay connected with video calling - Charcoal'})"
Echo Auto (1st gen) - Hands-free Alexa in your car with your phone,Echo (3rd Gen)- Smart speaker with Alexa- Charcoal,0.004045853000674309,0.0033715441672285905,0.0010114632501685772,0.25,74.15,1.0,0.0009978224780826895,1.328837941110362,0.990521327014218,0.15789473684210528,0.24746278755074425,0.275,0.24746278755074425,"frozenset({'Echo Auto (1st gen) - Hands-free Alexa in your car with your phone', 'Echo (3rd Gen)- Smart speaker with Alexa- Charcoal'})"
Echo Auto (1st gen) - Hands-free Alexa in your car with your phone,"Echo Show 8 (1st Gen, 2019 release) -- HD smart display with Alexa – stay connected with video calling - Sandstone",0.004045853000674309,0.0033715441672285905,0.0010114632501685772,0.25,74.15,1.0,0.0009978224780826895,1.328837941110362,0.990521327014218,0.15789473684210528,0.24746278755074425,0.275,0.24746278755074425,"frozenset({'Echo Auto (1st gen) - Hands-free Alexa in your car with your phone', 'Echo Show 8 (1st Gen, 2019 release) -- HD smart display with Alexa – stay connected with video calling - Sandstone'})"
"Fire HD 10 Tablet with Alexa Hands-Free, 10.1"" 1080p Full HD Display, 32 GB, Marine Blue (Previous Generation - 7th)","Fire Tablet with Alexa, 7"" Display, 16 GB, Blue - with Special Offers (Previous Generation - 5th)",0.008091706001348618,0.015509103169251517,0.0020229265003371545,0.25,16.119565217391305,1.0,0.0018974313971469872,1.3126545291076648,0.9456152277362339,0.09375,0.2381849315068493,0.19021739130434784,0.2381849315068493,"frozenset({'Fire HD 10 Tablet with Alexa Hands-Free, 10.1"" 1080p Full HD Display, 32 GB, Marine Blue (Previous Generation - 7th)', 'Fire Tablet with Alexa, 7"" Display, 16 GB, Blue - with Special Offers (Previous Generation - 5th)'})"
Echo Auto (1st gen) - Hands-free Alexa in your car with your phone,"Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",0.004045853000674309,0.016183412002697236,0.0010114632501685772,0.25,15.447916666666666,1.0,0.0009459875441563161,1.3117554506630704,0.9390656736628301,0.05263157894736842,0.23766278272789582,0.15625,0.23766278272789582,"frozenset({'Echo Auto (1st gen) - Hands-free Alexa in your car with your phone', 'Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal'})"
"Apple AirPods (2nd Generation) Wireless Earbuds with Lightning Charging Case Included. Over 24 Hours of Battery Life, Effortless Setup. Bluetooth Headphones for iPhone","Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal",0.004045853000674309,0.016183412002697236,0.0010114632501685772,0.25,15.447916666666666,1.0,0.0009459875441563161,1.3117554506630704,0.9390656736628301,0.05263157894736842,0.23766278272789582,0.15625,0.23766278272789582,"frozenset({'Echo Dot (3rd Gen, 2018 release) - Smart speaker with Alexa - Charcoal', 'Apple AirPods (2nd Generation) Wireless Earbuds with Lightning Charging Case Included. Over 24 Hours of Battery Life, Effortless Setup. Bluetooth Headphones for iPhone'})"
"Fire HD 8 Tablet with Alexa, 8"" HD Display, 16 GB, Magenta - with Special Offers (Previous Generation - 6th)","Fire TV Stick with Alexa Voice Remote, streaming media player - Previous Generation",0.004045853000674309,0.024612272420768713,0.0010114632501685772,0.25,10.157534246575342,1.0,0.0009118856139415966,1.3005169701056418,0.9052132701421801,0.036585365853658534,0.23107500864154856,0.14554794520547945,0.23107500864154856,"frozenset({'Fire HD 8 Tablet with Alexa, 8"" HD Display, 16 GB, Magenta - with Special Offers (Previous Generation - 6th)', 'Fire TV Stick with Alexa Voice Remote, streaming media player - Previous Generation'})"
Made for Amazon SanDisk 64GB microSD Memory Card for Fire Tablets and Fire -TV,"Fire Tablet with Alexa, 7"" Display, 16 GB, Blue - with Special Offers (Previous Generation - 5th)",0.0057316250842886045,0.015509103169251517,0.0013486176668914363,0.23529411764705882,15.171355498721228,1.0,0.0012597253021317343,1.2874111727786712,0.9394710071210579,0.06779661016949154,0.2232473811442385,0.16112531969309463,0.2232473811442385,"frozenset({'Made for Amazon SanDisk 64GB microSD Memory Card for Fire Tablets and Fire -TV', 'Fire Tablet with Alexa, 7"" Display, 16 GB, Blue - with Special Offers (Previous Generation - 5th)'})"
Kindle Fire (Previous Generation - 1st),"Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device",0.004720161834120027,0.012137559002022926,0.0010114632501685772,0.2142857142857143,17.654761904761905,1.0,0.0009541720074078486,1.2572794703610617,0.9478319783197832,0.06382978723404256,0.20463188688444664,0.14880952380952384,0.20463188688444664,"frozenset({'Kindle Fire (Previous Generation - 1st)', 'Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device'})"
"Echo Show 5 (1st Gen, 2019 release) -- Smart display with Alexa – stay connected with video calling - Charcoal","Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device",0.0064059339177343225,0.012137559002022926,0.0013486176668914363,0.21052631578947367,17.34502923976608,1.0,0.001270865266001876,1.2512924252641042,0.9484221241940957,0.07843137254901962,0.20082629782647746,0.1608187134502924,0.20082629782647746,"frozenset({'Amazon Smart Plug, for home automation, Works with Alexa - A Certified for Humans Device', 'Echo Show 5 (1st Gen, 2019 release) -- Smart display with Alexa – stay connected with video calling - Charcoal'})"
"Amazon Fire HD 8 tablet, 8"" HD display, 64 GB, (2020 release), designed for portable entertainment, Black","Echo Show 8 (1st Gen, 2019 release) -- HD smart display with Alexa – stay connected with video calling - Sandstone",0.0050573162508428865,0.0033715441672285905,0.0010114632501685772,0.19999999999999998,59.32,1.0,0.0009944122850612175,1.245785569790964,0.9881396136902745,0.13636363636363638,0.1972936400541272,0.25,0.1972936400541272,"frozenset({'Amazon Fire HD 8 tablet, 8"" HD display, 64 GB, (2020 release), designed for portable entertainment, Black', 'Echo Show 8 (1st Gen, 2019 release) -- HD smart display with Alexa – stay connected with video calling - Sandstone'})"
"Amazon Fire HD 8 tablet, 8"" HD display, 64 GB, (2020 release), designed for portable entertainment, Black","Echo Show 5 (2nd Gen, 2021 release) | Smart display with Alexa and 2 MP camera | Charcoal",0.0050573162508428865,0.0033715441672285905,0.0010114632501685772,0.19999999999999998,59.32,1.0,0.0009944122850612175,1.245785569790964,0.9881396136902745,0.13636363636363638,0.1972936400541272,0.25,0.1972936400541272,"frozenset({'Amazon Fire HD 8 tablet, 8"" HD display, 64 GB, (2020 release), designed for portable entertainment, Black', 'Echo Show 5 (2nd Gen, 2021 release) | Smart display with Alexa and 2 MP camera | Charcoal'})"
"Echo Show 5 (1st Gen, 2019 release) -- Smart display with Alexa – stay connected with video calling - Charcoal",Echo Dot (2nd Generation) - Smart speaker with Alexa - White,0.0064059339177343225,0.022252191503708697,0.0013486176668914363,0.21052631578947367,9.460925039872409,1.0,0.0012060715985939092,1.2384805574286355,0.9000678656260604,0.04938271604938272,0.1925589836660617,0.13556618819776714,0.1925589836660617,"frozenset({'Echo Dot (2nd Generation) - Smart speaker with Alexa - White', 'Echo Show 5 (1st Gen, 2019 release) -- Smart display with Alexa – stay connected with video calling - Charcoal'})"
Fire TV Stick (3rd Gen) with Alexa Voice Remote (includes TV controls) + Star Wars The Mandalorian remote cover (Grogu Green),"Fire TV Stick streaming device with Alexa built in, includes Alexa Voice Remote, HD, latest release",0.0050573162508428865,0.01078894133513149,0.0010114632501685772,0.19999999999999998,18.537499999999998,1.0,0.0009569001618250263,1.2365138233310855,0.9508641138597086,0.06818181818181819,0.19127471029311519,0.14687499999999998,0.19127471029311519,"frozenset({'Fire TV Stick (3rd Gen) with Alexa Voice Remote (includes TV controls) + Star Wars The Mandalorian remote cover (Grogu Green)', 'Fire TV Stick streaming device with Alexa built in, includes Alexa Voice Remote, HD, latest release'})"
SABRENT 10 Port 60W USB 3.0 Hub with Individual Power Switches and LEDs Includes 60W 12V/5A Power Adapter (HB-BU10),"Fire Tablet with Alexa, 7"" Display, 16 GB, Blue - with Special Offers (Previous Generation - 5th)",0.0050573162508428865,0.015509103169251517,0.0010114632501685772,0.19999999999999998,12.895652173913042,1.0,0.0009330288106747227,1.2306136210384355,0.9271433412402575,0.05172413793103449,0.18739726027397258,0.1326086956521739,0.18739726027397258,"frozenset({'Fire Tablet with Alexa, 7"" Display, 16 GB, Blue - with Special Offers (Previous Generation - 5th)', 'SABRENT 10 Port 60W USB 3.0 Hub with Individual Power Switches and LEDs Includes 60W 12V/5A Power Adapter (HB-BU10)'})"
"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported","Amazon Kindle Paperwhite Leather Case, Onyx Black - fits all Paperwhite generations prior to 2018 (Will not fit All-new Paperwhite 10th generation)",0.007417397167902899,0.0033715441672285905,0.0013486176668914363,0.18181818181818182,53.92727272727273,1.0,0.0013236095847339753,1.2181014460178319,0.9887907608695652,0.14285714285714285,0.179050313691721,0.2909090909090909,0.179050313691721,"frozenset({'Amazon Kindle Paperwhite Leather Case, Onyx Black - fits all Paperwhite generations prior to 2018 (Will not fit All-new Paperwhite 10th generation)', 'Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported'})"
"Fire HD 10 Tablet with Alexa Hands-Free, 10.1"" 1080p Full HD Display, 32 GB, Marine Blue (Previous Generation - 7th)","Amazon Fire HD 10 Tablet Case (7th Generation, 2017 Release), Charcoal Black",0.008091706001348618,0.0020229265003371545,0.0013486176668914363,0.16666666666666666,82.38888888888889,1.0,0.001332248740388371,1.1975724881995953,0.9959211420802174,0.15384615384615383,0.16497747747747749,0.41666666666666663,0.16497747747747749,"frozenset({'Amazon Fire HD 10 Tablet Case (7th Generation, 2017 Release), Charcoal Black', 'Fire HD 10 Tablet with Alexa Hands-Free, 10.1"" 1080p Full HD Display, 32 GB, Marine Blue (Previous Generation - 7th)'})"
Made for Amazon SanDisk 64GB microSD Memory Card for Fire Tablets and Fire -TV,Echo Dot (2nd Generation) - Smart speaker with Alexa - White,0.0057316250842886045,0.022252191503708697,0.0010114632501685772,0.17647058823529413,7.930481283422461,1.0,0.0008839220311655267,1.1872651960312108,0.8789420142421159,0.037500000000000006,0.15772819472616637,0.11096256684491979,0.15772819472616637,"frozenset({'Made for Amazon SanDisk 64GB microSD Memory Card for Fire Tablets and Fire -TV', 'Echo Dot (2nd Generation) - Smart speaker with Alexa - White'})"
